timestamp,region,daemon_ip,log_file,file,compression,source,fragments,bytes,time_ms,speed_KB_s
2026-03-17 05:48:04.608,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,32.195.67.201:6001,2,1048576,25251,40
2026-03-17 05:48:04.608,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.39.21.10:6000,15,7862549,18062,425
2026-03-17 05:48:04.608,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.220.244.217:6002,2,1048576,24602,41
2026-03-17 05:48:47.530,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,32.195.67.201:6001,1,1048576,27378,37
2026-03-17 05:48:47.530,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.39.21.10:6000,8,7862549,15337,500
2026-03-17 05:48:47.530,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.220.244.217:6002,1,1048576,20097,50
2026-03-17 05:49:47.147,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,32.195.67.201:6001,1,2097152,45031,45
2026-03-17 05:49:47.147,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.39.21.10:6000,3,5765397,9720,579
2026-03-17 05:49:47.147,us-east-1,100.31.121.56,"download-100.31.121.56-Acclaim & Response - The Godfather, Best Picture 1972.mkv.log","Acclaim & Response - The Godfather, Best Picture 1972.mkv",true,13.220.244.217:6002,1,2097152,44218,46
2026-03-17 05:27:02.636,us-east-1,100.31.121.56,download-100.31.121.56-The.Godfather.Part.2.1974.1080p.BrRip.x264.BOKUTOX.YIFY.mp4.log,The.Godfather.Part.2.1974.1080p.BrRip.x264.BOKUTOX.YIFY.mp4,false,13.39.21.10:6000,321,168296448,369875,444
2026-03-17 05:38:06.971,us-east-1,100.31.121.56,download-100.31.121.56-test-large.bin.log,test-large.bin,false,32.195.67.201:6001,13,6815744,107301,62
2026-03-17 05:38:06.971,us-east-1,100.31.121.56,download-100.31.121.56-test-large.bin.log,test-large.bin,false,13.39.21.10:6000,87,45613056,102906,432
2026-03-17 05:44:01.501,us-east-1,100.31.121.56,download-100.31.121.56-test-large.bin.log,test-large.bin,false,32.195.67.201:6001,7,3670016,105329,34
2026-03-17 05:44:01.501,us-east-1,100.31.121.56,download-100.31.121.56-test-large.bin.log,test-large.bin,false,13.39.21.10:6000,85,44564480,102043,426
2026-03-17 05:44:01.501,us-east-1,100.31.121.56,download-100.31.121.56-test-large.bin.log,test-large.bin,false,13.220.244.217:6002,8,4194304,105782,38
2026-03-17 05:36:16.980,us-east-1,100.31.121.56,download-100.31.121.56-test-medium.bin.log,test-medium.bin,false,32.195.67.201:6001,2,1048576,15186,67
2026-03-17 05:36:16.980,us-east-1,100.31.121.56,download-100.31.121.56-test-medium.bin.log,test-medium.bin,false,13.39.21.10:6000,8,4194304,9448,433
2026-03-17 05:41:51.431,us-east-1,100.31.121.56,download-100.31.121.56-test-medium.bin.log,test-medium.bin,false,32.195.67.201:6001,1,524288,14834,34
2026-03-17 05:41:51.431,us-east-1,100.31.121.56,download-100.31.121.56-test-medium.bin.log,test-medium.bin,false,13.39.21.10:6000,8,4194304,9258,442
2026-03-17 05:41:51.431,us-east-1,100.31.121.56,download-100.31.121.56-test-medium.bin.log,test-medium.bin,false,13.220.244.217:6002,1,524288,12944,39
2026-03-17 05:34:16.606,us-east-1,100.31.121.56,download-100.31.121.56-test-small.txt.log,test-small.txt,true,32.195.67.201:6001,1,1051,44,23
2026-03-17 05:35:37.408,us-east-1,100.31.121.56,download-100.31.121.56-test-small.txt.log,test-small.txt,false,32.195.67.201:6001,1,1051,35,29
2026-03-17 05:40:55.405,us-east-1,100.31.121.56,download-100.31.121.56-test-small.txt.log,test-small.txt,false,32.195.67.201:6001,1,1051,38,27
